54.0,0.5,50.0,1.0,47.0,1.0,47.0,1.0
55.0,0.5,50.0,1.0,45.0,1.0,42.0,1.0
57.0,1.0,50.0,1.0,43.0,1.0,43.0,1.0
59.0,1.0,50.0,1.0,42.0,0.5,38.0,0.5
57.0,1.0,50.0,0.5,43.0,0.5,40.0,0.5
62.0,1.0,52.0,0.5,45.0,0.5,42.0,0.5
62.0,1.0,54.0,0.5,47.0,0.5,43.0,0.5
61.0,1.0,55.0,0.5,45.0,1.0,45.0,1.0
62.0,1.0,52.0,1.0,45.0,1.0,33.0,1.0
62.0,1.0,54.0,1.0,45.0,1.0,38.0,1.0
61.0,1.0,54.0,1.0,47.0,1.0,35.0,1.0
59.0,1.0,54.0,0.5,46.0,1.0,42.0,1.0
64.0,1.0,52.0,0.5,47.0,1.0,43.0,0.5
62.0,0.5,50.0,1.0,47.0,0.5,42.0,0.5
61.0,0.5,55.0,1.0,49.0,0.5,40.0,1.0
61.0,2.0,54.0,0.5,50.0,0.5,47.0,1.0
59.0,1.0,56.0,0.5,52.0,0.5,42.0,2.0
59.0,1.0,58.0,0.5,54.0,0.5,35.0,1.0
59.0,1.0,59.0,1.0,49.0,0.5,47.0,0.5
59.0,0.5,58.0,0.5,54.0,0.5,45.0,0.5
61.0,0.25,54.0,1.0,52.0,0.5,44.0,0.5
62.0,0.25,54.0,1.0,50.0,1.0,42.0,0.5
61.0,0.5,52.0,0.5,50.0,0.5,40.0,1.0
59.0,0.5,54.0,0.5,49.0,0.5,33.0,0.5
57.0,1.0,56.0,1.0,47.0,1.0,35.0,0.5
57.0,1.0,57.0,1.0,52.0,1.0,37.0,0.5
56.0,1.0,52.0,1.0,52.0,0.5,38.0,0.5
57.0,1.0,52.0,1.0,50.0,0.5,40.0,0.5
57.0,1.0,52.0,1.0,49.0,1.0,38.0,0.5
59.0,1.0,52.0,1.0,47.0,1.0,40.0,1.0
61.0,1.0,54.0,1.0,49.0,0.5,33.0,1.0
62.0,1.0,54.0,1.0,50.0,0.5,38.0,0.5
61.0,1.0,54.0,1.0,49.0,1.0,40.0,0.5
59.0,2.0,54.0,1.0,50.0,0.5,38.0,0.5
61.0,1.0,52.0,1.0,49.0,0.5,37.0,0.5
54.0,0.5,50.0,1.0,47.0,1.0,35.0,0.5
55.0,0.5,49.0,0.5,52.0,1.0,34.0,0.5
57.0,1.0,47.0,0.5,50.0,0.5,35.0,1.0
59.0,1.0,54.0,1.0,49.0,0.5,37.0,1.0
57.0,1.0,50.0,0.5,47.0,0.5,38.0,1.0
62.0,1.0,52.0,0.5,46.0,0.5,43.0,1.0
62.0,1.0,54.0,1.0,54.0,1.0,42.0,1.0
61.0,1.0,55.0,1.0,52.0,1.0,47.0,1.0
62.0,1.0,50.0,0.5,46.0,1.0,45.0,1.0
62.0,1.0,52.0,0.5,47.0,1.0,43.0,1.0
61.0,1.0,54.0,0.5,49.0,1.0,42.0,1.0
59.0,1.0,55.0,0.5,50.0,0.5,40.0,0.5
64.0,1.0,57.0,0.5,52.0,0.5,38.0,0.5
62.0,0.5,52.0,0.5,54.0,1.0,45.0,0.5
61.0,0.5,54.0,0.5,45.0,1.0,43.0,0.5
61.0,2.0,55.0,0.5,45.0,0.5,45.0,1.0
59.0,1.0,54.0,1.0,47.0,0.5,38.0,1.0
0.0,0.0,59.0,1.0,45.0,1.0,35.0,1.0
0.0,0.0,52.0,0.5,45.0,1.0,33.0,1.0
0.0,0.0,54.0,0.5,45.0,0.5,40.0,0.5
0.0,0.0,55.0,0.5,44.0,0.5,42.0,0.5
0.0,0.0,57.0,0.5,45.0,1.0,43.0,0.5
0.0,0.0,59.0,0.5,47.0,1.0,45.0,0.5
0.0,0.0,57.0,0.25,47.0,0.5,47.0,1.0
0.0,0.0,55.0,0.25,49.0,0.5,42.0,0.5
0.0,0.0,54.0,1.0,50.0,0.5,40.0,0.5
0.0,0.0,54.0,0.5,44.0,0.5,42.0,1.0
0.0,0.0,55.0,0.5,46.0,0.5,35.0,1.0
0.0,0.0,54.0,0.5,47.0,1.0,0.0,0.0
0.0,0.0,52.0,0.5,46.0,0.5,0.0,0.0
0.0,0.0,51.0,1.0,42.0,1.0,0.0,0.0
