57.0,0.5,52.0,1.0,49.0,0.5,33.0,1.0
59.0,0.5,57.0,1.0,50.0,0.5,45.0,0.5
61.0,1.0,57.0,1.0,52.0,1.0,44.0,0.5
62.0,1.0,56.0,1.0,54.0,1.0,42.0,1.0
64.0,1.0,54.0,0.5,47.0,0.5,40.0,1.0
62.0,1.0,56.0,0.5,49.0,0.5,35.0,1.0
61.0,1.0,57.0,1.0,50.0,1.0,37.0,0.5
59.0,1.0,56.0,1.0,52.0,1.0,38.0,0.5
61.0,1.0,57.0,1.0,52.0,1.0,40.0,1.0
61.0,1.0,52.0,1.0,52.0,1.0,33.0,1.0
61.0,1.0,54.0,1.0,45.0,1.0,45.0,0.5
59.0,0.5,54.0,0.5,45.0,3.0,44.0,0.5
61.0,0.5,52.0,0.5,50.0,0.5,42.0,0.5
62.0,0.5,50.0,1.0,47.0,0.5,40.0,0.5
61.0,0.5,52.0,1.0,52.0,0.5,38.0,0.5
59.0,1.0,52.0,0.5,50.0,0.25,37.0,0.5
57.0,1.0,57.0,1.0,49.0,0.25,35.0,0.5
59.0,1.0,56.0,0.5,50.0,1.0,33.0,0.5
57.0,1.0,52.0,1.0,49.0,1.0,32.0,1.0
57.0,1.0,52.0,1.0,49.0,1.0,37.0,0.5
59.0,1.0,52.0,1.0,44.0,1.0,33.0,0.5
61.0,1.0,52.0,1.0,46.0,1.0,40.0,1.0
62.0,1.0,50.0,0.5,47.0,1.0,33.0,1.0
61.0,1.0,52.0,0.5,46.0,1.0,33.0,1.0
59.0,1.0,54.0,1.0,47.0,1.0,40.0,1.0
61.0,1.0,54.0,0.5,46.0,1.0,38.0,0.5
59.0,1.0,52.0,0.5,42.0,1.0,37.0,0.5
59.0,1.0,52.0,0.5,47.0,1.0,35.0,1.0
61.0,1.0,50.0,0.25,45.0,1.0,40.0,0.5
62.0,1.0,49.0,0.25,45.0,1.0,42.0,0.5
64.0,1.0,50.0,1.0,47.0,1.0,43.0,1.0
62.0,1.0,52.0,1.0,45.0,0.5,42.0,1.0
61.0,1.0,52.0,1.0,47.0,0.5,35.0,1.0
59.0,1.0,54.0,1.0,49.0,1.0,44.0,1.0
61.0,1.0,56.0,1.0,42.0,0.5,45.0,0.5
61.0,1.0,54.0,1.0,44.0,0.5,44.0,0.5
61.0,1.0,52.0,1.0,46.0,1.0,42.0,1.0
59.0,0.5,50.0,0.5,45.0,1.0,40.0,1.0
61.0,0.5,54.0,0.25,45.0,2.0,42.0,0.5
62.0,0.5,48.0,0.25,47.0,1.0,44.0,0.5
61.0,0.5,54.0,1.0,44.0,1.0,45.0,0.5
59.0,1.0,52.0,1.0,45.0,0.5,46.0,0.5
57.0,0.5,54.0,1.0,50.0,0.5,47.0,1.0
54.0,0.5,54.0,0.5,47.0,1.0,42.0,1.0
56.0,1.0,52.0,0.5,49.0,1.0,45.0,0.5
57.0,1.0,50.0,1.0,0.0,0.0,44.0,0.5
0.0,0.0,52.0,1.0,0.0,0.0,42.0,0.5
0.0,0.0,52.0,0.5,0.0,0.0,40.0,0.5
0.0,0.0,54.0,0.5,0.0,0.0,38.0,0.5
0.0,0.0,52.0,1.0,0.0,0.0,37.0,0.5
0.0,0.0,52.0,1.0,0.0,0.0,35.0,0.5
0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.5
0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.5
0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.5
0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0
