62.0,2.0,55.0,2.0,47.0,2.0,43.0,2.0
65.0,2.0,53.0,2.0,48.0,2.0,45.0,2.0
62.0,1.0,53.0,1.0,50.0,1.0,47.0,1.0
62.0,1.0,54.0,1.0,48.0,1.0,45.0,1.0
62.0,1.0,55.0,1.0,47.0,1.0,43.0,1.0
62.0,1.0,57.0,1.0,45.0,1.0,42.0,1.0
64.0,2.0,55.0,1.0,47.0,1.0,43.0,1.0
62.0,2.0,53.0,2.0,48.0,2.0,45.0,1.0
60.0,2.0,55.0,1.0,47.0,1.0,47.0,1.0
60.0,2.0,55.0,2.0,47.0,2.0,43.0,1.0
59.0,4.0,53.0,2.0,45.0,2.0,40.0,1.0
62.0,2.0,53.0,4.0,50.0,4.0,36.0,1.0
65.0,2.0,53.0,4.0,47.0,4.0,41.0,2.0
60.0,1.0,53.0,1.0,45.0,1.0,35.0,4.0
60.0,1.0,53.0,1.0,48.0,1.0,47.0,2.0
60.0,1.0,52.0,1.0,43.0,1.0,38.0,2.0
55.0,1.0,55.0,1.0,48.0,1.0,41.0,1.0
59.0,2.0,55.0,2.0,50.0,3.0,45.0,1.0
57.0,2.0,54.0,2.0,48.0,1.0,48.0,1.0
55.0,4.0,50.0,4.0,47.0,4.0,40.0,1.0
62.0,2.0,55.0,2.0,47.0,2.0,38.0,1.0
65.0,2.0,57.0,2.0,48.0,2.0,36.0,1.0
62.0,1.0,53.0,3.0,50.0,1.0,38.0,2.0
62.0,1.0,54.0,1.0,48.0,1.0,31.0,4.0
62.0,1.0,55.0,1.0,47.0,1.0,43.0,2.0
62.0,1.0,57.0,1.0,45.0,1.0,41.0,2.0
64.0,2.0,59.0,2.0,47.0,1.0,47.0,1.0
62.0,2.0,59.0,1.0,48.0,1.0,48.0,1.0
60.0,2.0,59.0,1.0,41.0,1.0,50.0,2.0
60.0,2.0,59.0,1.0,53.0,1.0,50.0,1.0
59.0,4.0,57.0,1.0,55.0,2.0,48.0,1.0
62.0,2.0,53.0,4.0,53.0,1.0,47.0,1.0
65.0,2.0,53.0,1.0,48.0,1.0,38.0,1.0
60.0,1.0,55.0,1.0,50.0,4.0,40.0,1.0
60.0,1.0,57.0,1.0,41.0,1.0,36.0,1.0
60.0,1.0,59.0,1.0,43.0,1.0,41.0,2.0
60.0,1.0,60.0,2.0,45.0,1.0,35.0,4.0
60.0,2.0,48.0,2.0,47.0,1.0,35.0,1.0
55.0,1.0,50.0,2.0,48.0,2.0,36.0,1.0
57.0,1.0,50.0,1.0,48.0,1.0,38.0,1.0
59.0,2.0,48.0,1.0,50.0,1.0,40.0,1.0
57.0,2.0,47.0,1.0,52.0,1.0,41.0,3.0
55.0,4.0,50.0,1.0,54.0,1.0,43.0,1.0
55.0,4.0,55.0,1.0,55.0,2.0,45.0,1.0
55.0,4.0,53.0,1.0,53.0,1.0,47.0,1.0
55.0,4.0,52.0,4.0,52.0,1.0,48.0,2.0
0.0,0.0,52.0,2.0,50.0,1.0,35.0,1.0
0.0,0.0,50.0,1.0,47.0,1.0,36.0,1.0
0.0,0.0,48.0,1.0,48.0,1.0,38.0,1.0
0.0,0.0,50.0,4.0,50.0,1.0,40.0,1.0
0.0,0.0,0.0,0.0,50.0,1.0,41.0,2.0
0.0,0.0,0.0,0.0,43.0,1.0,40.0,1.0
0.0,0.0,0.0,0.0,48.0,2.0,38.0,1.0
0.0,0.0,0.0,0.0,48.0,2.0,36.0,1.0
0.0,0.0,0.0,0.0,47.0,1.0,38.0,1.0
0.0,0.0,0.0,0.0,45.0,1.0,40.0,1.0
0.0,0.0,0.0,0.0,47.0,4.0,41.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,43.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0
